prod,origen,imported,subcategoria,categoria_producto,unidad_medida1,unidad_medida2,time,post,timeToTreat,post_imported,stock,max_consecutivos_sin_stock,precio,precio_cont,precio_std,price_var,price_var_cont,first_price_cont,price_variation_c,dolar_variation,_merge
arg_145,Argentina,0,Enlatados,Enlatados,1.6666666,gr,9/23/2024,1,21,0,OutOfStock,34,,800,1333.3333,,0,800,0,1.5979382,Matched (3)
arg_69,Argentina,0,Pastas cortas,Pastas cortas,1,gr,9/23/2024,1,21,0,InStock,,1500,1500,1500,0,0,1350,11.111111,1.5979382,Matched (3)
imp_210,Dinamarca,1,Queso,Queso,6.6666665,gr,9/23/2024,1,21,1,InStock,,10999,10999,73326.664,0,0,10999,0,1.5979382,Matched (3)
arg_58,Argentina,0,Salsa de tomate,Salsa de tomate,1.25,gr,9/23/2024,1,21,0,InStock,,1250,1250,1562.5,0,0,1150,8.695652,1.5979382,Matched (3)
arg_89,Argentina,0,Capsulas de cafe,Capsulas de cafe,0.1,u,9/23/2024,1,21,0,InStock,,7000,7000,700,0,0,6850,2.189781,1.5979382,Matched (3)
imp_106,Italia,1,Pastas cortas,Pastas cortas,1,gr,9/23/2024,1,21,1,InStock,,9700,9700,9700,0,0,9700,0,1.5979382,Matched (3)
imp_211,Dinamarca,1,Queso,Queso,6.6666665,gr,9/23/2024,1,21,1,InStock,,10999,10999,73326.664,0,0,10999,0,1.5979382,Matched (3)
arg_46,Argentina,0,Cerveza,Cerveza,2.1141648,ml,9/23/2024,1,21,0,InStock,,11080,11080,23424.947,0,0,11080,0,1.5979382,Matched (3)
arg_20,Argentina,0,Mermelada,Mermelada,1.2820513,gr,9/23/2024,1,21,0,InStock,,4900,4900,6282.0513,0,0,4300,13.953488,1.5979382,Matched (3)
imp_28,Suiza,1,Bombones,Bombones,1.25,gr,9/23/2024,1,21,1,InStock,,25750,25750,32187.5,0,0,25750,0,1.5979382,Matched (3)
arg_10,Argentina,0,Capsulas de cafe,Capsulas de cafe,0.1,u,9/23/2024,1,21,0,InStock,,9000,9000,900,0,0,9000,0,1.5979382,Matched (3)
imp_110,Italia,1,Pastas cortas,Pastas cortas,1,gr,9/23/2024,1,21,1,InStock,,9700,9700,9700,0,0,9700,0,1.5979382,Matched (3)
imp_234,Brasil,1,Capsulas de cafe,Capsulas de cafe,0.0625,u,9/23/2024,1,21,1,InStock,,17250,17250,1078.125,0,0,16715,3.200718,1.5979382,Matched (3)
imp_213,Italia,1,Queso,Queso,6.6666665,gr,9/23/2024,1,21,1,InStock,2,9299,9299,61993.332,0,0,9299,0,1.5979382,Matched (3)
imp_167,Estados Unidos,1,Aderezos,Aderezos,1.4705882,gr,9/23/2024,1,21,1,InStock,,7650,7650,11250,0,0,7650,0,1.5979382,Matched (3)
arg_158,Argentina,0,Queso,Queso,1,gr,9/23/2024,1,21,0,OutOfStock,34,,24748,24748,,0,24748,0,1.5979382,Matched (3)
arg_100,Argentina,0,Aderezos,Aderezos,1,gr,9/23/2024,1,21,0,InStock,,1900,1900,1900,0,0,1600,18.75,1.5979382,Matched (3)
imp_166,Estados Unidos,1,Aderezos,Aderezos,2.2026432,gr,9/23/2024,1,21,1,InStock,,7650,7650,16850.22,0,0,7650,0,1.5979382,Matched (3)
arg_25,Argentina,0,Bebidas vegetales,Bebidas vegetales,1,ml,9/23/2024,1,21,0,InStock,,3140,3140,3140,0,0,3140,0,1.5979382,Matched (3)
imp_4,Holanda,1,Chocolate,Chocolate,1,gr,9/23/2024,1,21,1,InStock,,4050,4050,4050,0,0,4050,0,1.5979382,Matched (3)
imp_119,Argentina,0,Pastas largas,Pastas largas,1,gr,9/23/2024,1,21,0,InStock,,1385,1385,1385,0,0,1400,-1.0714285,1.5979382,Matched (3)
arg_98,Argentina,0,Aderezos,Aderezos,1.0526316,gr,9/23/2024,1,21,0,InStock,,1854,1854,1951.579,0,0,1655,12.024169,1.5979382,Matched (3)
imp_24,España,1,Chocolate,Chocolate,1,gr,9/23/2024,1,21,1,InStock,,7750,7750,7750,0,0,7750,0,1.5979382,Matched (3)
imp_225,España,1,Aceitunas,Aceitunas,2.3529413,gr,9/23/2024,1,21,1,InStock,13,2900,2900,6823.53,0,0,2900,0,1.5979382,Matched (3)
imp_197,Italia,1,Arroz,Arroz,1,gr,9/23/2024,1,21,1,InStock,,19671.89,19671.89,19671.89,0,0,19671.89,-3.18E-06,1.5979382,Matched (3)
arg_156,Argentina,0,Queso,Queso,4,gr,9/23/2024,1,21,0,OutOfStock,40,,6998,27992,,0,6998,0,1.5979382,Matched (3)
imp_164,Estados Unidos,1,Aderezos,Aderezos,1.0373445,gr,9/23/2024,1,21,1,InStock,,7650,7650,7935.685,0,0,7650,0,1.5979382,Matched (3)
arg_133,Argentina,0,Arroz,Arroz,1,gr,9/23/2024,1,21,0,InStock,,2500,2500,2500,0,0,2500,0,1.5979382,Matched (3)
arg_94,Argentina,0,Capsulas de cafe,Capsulas de cafe,0.1,u,9/23/2024,1,21,0,InStock,,7750,7750,775,0,0,7600,1.9736842,1.5979382,Matched (3)
imp_209,Dinamarca,1,Queso,Queso,12.5,gr,9/23/2024,1,21,1,InStock,,10999,10999,137487.5,0,0,10999,0,1.5979382,Matched (3)
imp_78,España,1,Condimento,Condimento,5,gr,9/23/2024,1,21,1,InStock,,8000,8000,40000,0,0,8000,0,1.5979382,Matched (3)
arg_95,Argentina,0,Capsulas de cafe,Capsulas de cafe,0.125,u,9/23/2024,1,21,0,InStock,,12450,12450,1556.25,0,0,12100,2.892562,1.5979382,Matched (3)
imp_157,Estados Unidos,1,Aderezos,Aderezos,2.5,gr,9/23/2024,1,21,1,InStock,,1250,1250,3125,0,0,1250,0,1.5979382,Matched (3)
arg_102,Argentina,0,Aderezos,Aderezos,0.5263158,gr,9/23/2024,1,21,0,InStock,,3600,3600,1894.7369,0,0,3600,0,1.5979382,Matched (3)
imp_14,Suiza,1,Chocolate,Chocolate,1,gr,9/23/2024,1,21,1,InStock,,11250,11250,11250,0,0,11250,0,1.5979382,Matched (3)
imp_66,España,1,Galletitas,Galletitas,0.5882353,gr,9/23/2024,1,21,1,InStock,5,4150,4150,2441.1765,0,0,6100,-31.967213,1.5979382,Matched (3)
arg_164,Argentina,0,Queso,Queso,10,gr,9/23/2024,1,21,0,OutOfStock,6,,4039,40390,,0,4039,0,1.5979382,Matched (3)
imp_121,Argentina,0,Pastas cortas,Pastas cortas,1,gr,9/23/2024,1,21,0,InStock,,1450,1450,1450,0,0,1450,0,1.5979382,Matched (3)
imp_206,Alemania,1,Queso,Queso,8,gr,9/23/2024,1,21,1,InStock,,9999,9999,79992,0,0,9999,0,1.5979382,Matched (3)
arg_36,Argentina,0,Arroz,Arroz,1,gr,9/23/2024,1,21,0,InStock,,2650,2650,2650,0,0,2650,0,1.5979382,Matched (3)
imp_158,Estados Unidos,1,Aderezos,Aderezos,1.4285715,gr,9/23/2024,1,21,1,InStock,,2300,2300,3285.7144,0,0,2300,0,1.5979382,Matched (3)
arg_15,Argentina,0,Yerba,Yerba,1,gr,9/23/2024,1,21,0,InStock,,4865,4865,4865,0,0,4759,2.2273586,1.5979382,Matched (3)
arg_67,Argentina,0,Pastas cortas,Pastas cortas,1,gr,9/23/2024,1,21,0,InStock,,1309,1309,1309,0,0,1309,0,1.5979382,Matched (3)
imp_228,España,1,Aceitunas,Aceitunas,0.8333333,gr,9/23/2024,1,21,1,InStock,,10650,10650,8875,0,0,10650,0,1.5979382,Matched (3)
imp_6,Holanda,1,Chocolate,Chocolate,1,gr,9/23/2024,1,21,1,InStock,,4050,4050,4050,0,0,4050,0,1.5979382,Matched (3)
imp_123,Argentina,0,Pastas cortas,Pastas cortas,1,gr,9/23/2024,1,21,0,InStock,3,2500,2500,2500,0,0,2500,0,1.5979382,Matched (3)
arg_115,Argentina,0,Chocolate,Chocolate,1.2195122,gr,9/23/2024,1,21,0,InStock,,3200,3200,3902.4392,0,0,3200,0,1.5979382,Matched (3)
arg_117,Argentina,0,Snack,Snack,0.3030303,gr,9/23/2024,1,21,0,InStock,2,6843,6843,2073.6365,0,0,7291,-6.144562,1.5979382,Matched (3)
arg_179,Argentina,0,Galletitas,Galletitas,0.9259259,gr,9/23/2024,1,21,0,InStock,,600,600,555.55554,0,0,550,9.090909,1.5979382,Matched (3)
imp_187,Italia,1,Salsa de tomate,Salsa de tomate,1.1363636,gr,9/23/2024,1,21,1,InStock,11,7700,7700,8750,0,0,7700,0,1.5979382,Matched (3)
arg_162,Argentina,0,Queso,Queso,1,gr,9/23/2024,1,21,0,InStock,,15360,15360,15360,0,0,15360,0,1.5979382,Matched (3)
imp_171,Estados Unidos,1,Aderezos,Aderezos,0.98039216,gr,9/23/2024,1,21,1,InStock,,7650,7650,7500,0,0,7650,0,1.5979382,Matched (3)
arg_31,Argentina,0,Enlatados,Enlatados,1.6666666,gr,9/23/2024,1,21,0,InStock,12,850,850,1416.6666,0,0,850,0,1.5979382,Matched (3)
arg_114,Argentina,0,Chocolate,Chocolate,1,gr,9/23/2024,1,21,0,OutOfStock,10,,3650,3650,,0,3650,0,1.5979382,Matched (3)
arg_51,Argentina,0,Chocolate,Chocolate,4,gr,9/23/2024,1,21,0,InStock,,1000,1000,4000,0,0,900,11.111111,1.5979382,Matched (3)
imp_45,Colombia,1,Cafe molido,Cafe molido,4,gr,9/23/2024,1,21,1,InStock,,23300,23300,93200,0,0,23300,0,1.5979382,Matched (3)
imp_19,Suiza,1,Chocolate,Chocolate,1,gr,9/23/2024,1,21,1,OutOfStock,15,,11250,11250,,0,11250,0,1.5979382,Matched (3)
arg_65,Argentina,0,Salsa preparada,Salsa preparada,1.4705882,gr,9/23/2024,1,21,0,InStock,,1150,1150,1691.1764,0,0,1150,0,1.5979382,Matched (3)
imp_230,España,1,Aceitunas,Aceitunas,0.8333333,gr,9/23/2024,1,21,1,InStock,,9900,9900,8250,0,0,9900,0,1.5979382,Matched (3)
arg_86,Argentina,0,Aceite,Aceite,2,ml,9/23/2024,1,21,0,InStock,,13050,13050,26100,0,0,13050,0,1.5979382,Matched (3)
imp_17,Suiza,1,Chocolate,Chocolate,1,gr,9/23/2024,1,21,1,InStock,,11250,11250,11250,0,0,11250,0,1.5979382,Matched (3)
imp_94,Italia,1,Risotto,Risotto,1.1904762,gr,9/23/2024,1,21,1,InStock,,5600,5600,6666.6665,0,0,5600,0,1.5979382,Matched (3)
imp_48,Italia,1,Cafe molido,Cafe molido,4,gr,9/23/2024,1,21,1,InStock,,11350,11350,45400,0,0,11350,0,1.5979382,Matched (3)
imp_134,España,1,Golosinas,Golosinas,1.4285715,gr,9/23/2024,1,21,1,InStock,,2100,2100,3000,0,0,2100,0,1.5979382,Matched (3)
imp_101,Italia,1,Pastas largas,Pastas largas,1,gr,9/23/2024,1,21,1,InStock,,10200,10200,10200,0,0,10200,0,1.5979382,Matched (3)
arg_169,Argentina,0,Te,Te,0.01,u,9/23/2024,1,21,0,OutOfStock,22,,2350,23.5,,0,2150,9.302325,1.5979382,Matched (3)
imp_42,Argentina,0,Cafe molido,Cafe molido,5.882353,gr,9/23/2024,1,21,0,InStock,,8300,8300,48823.527,0,0,8010,3.6204743,1.5979382,Matched (3)
arg_76,Argentina,0,Pastas cortas,Pastas cortas,1,gr,9/23/2024,1,21,0,InStock,,1200,1200,1200,0,0,1200,0,1.5979382,Matched (3)
imp_154,Estados Unidos,1,Aderezos,Aderezos,2.5,gr,9/23/2024,1,21,1,InStock,,1250,1250,3125,0,0,1250,0,1.5979382,Matched (3)
imp_92,Italia,1,Risotto,Risotto,1.1904762,gr,9/23/2024,1,21,1,InStock,,5600,5600,6666.6665,0,0,5600,0,1.5979382,Matched (3)
imp_35,Argentina,0,Galletitas,Galletitas,0.5,gr,9/23/2024,1,21,0,InStock,1,3599,3599,1799.5,0,0,3652,-1.4512596,1.5979382,Matched (3)
imp_130,Holanda,1,Cerveza,Cerveza,2,ml,9/23/2024,1,21,1,InStock,,5700,5700,11400,0,0,5250,8.571428,1.5979382,Matched (3)
imp_82,Argentina,0,Condimento liquido,Condimento liquido,3.5714285,ml,9/23/2024,1,21,0,InStock,,3050,3050,10892.857,0,0,3050,0,1.5979382,Matched (3)
imp_9,Suiza,1,Chocolate,Chocolate,1,gr,9/23/2024,1,21,1,InStock,,10200,10200,10200,0,0,10200,0,1.5979382,Matched (3)
arg_120,Argentina,0,Snack,Snack,1.4285715,gr,9/23/2024,1,21,0,InStock,,2700,2700,3857.143,0,0,2700,0,1.5979382,Matched (3)
imp_61,Italia,1,Capsulas de cafe,Capsulas de cafe,0.1,u,9/23/2024,1,21,1,InStock,4,9500,9500,950,0,0,9500,0,1.5979382,Matched (3)
imp_55,España,1,Capsulas de cafe,Capsulas de cafe,0.1,u,9/23/2024,1,21,1,InStock,,10400,10400,1040,0,0,10400,0,1.5979382,Matched (3)
imp_54,España,1,Capsulas de cafe,Capsulas de cafe,0.1,u,9/23/2024,1,21,1,InStock,10,10300,10300,1030,0,0,10300,0,1.5979382,Matched (3)
arg_91,Argentina,0,Capsulas de cafe,Capsulas de cafe,0.0625,u,9/23/2024,1,21,0,InStock,,16900,16900,1056.25,0,0,16406,3.0110936,1.5979382,Matched (3)
imp_51,Italia,1,Cafe molido,Cafe molido,4,gr,9/23/2024,1,21,1,OutOfStock,10,,11350,45400,,0,11350,0,1.5979382,Matched (3)
arg_60,Argentina,0,Salsa de tomate,Salsa de tomate,1.25,gr,9/23/2024,1,21,0,InStock,2,1750,1750,2187.5,0,0,1400,25,1.5979382,Matched (3)
imp_233,Brasil,1,Capsulas de cafe,Capsulas de cafe,0.0625,u,9/23/2024,1,21,1,InStock,,16900,16900,1056.25,0,0,16406,3.0110936,1.5979382,Matched (3)
imp_76,España,1,Condimento,Condimento,3.8461537,gr,9/23/2024,1,21,1,OutOfStock,39,,7350,28269.23,,0,7350,0,1.5979382,Matched (3)
imp_124,Argentina,0,Pastas largas,Pastas largas,1,gr,9/23/2024,1,21,0,InStock,,1200,1200,1200,0,0,1200,0,1.5979382,Matched (3)
arg_168,Argentina,0,Te,Te,0.04,u,9/23/2024,1,21,0,InStock,9,1350,1350,54,0,0,1200,12.5,1.5979382,Matched (3)
imp_70,Italia,1,Condimento liquido,Condimento liquido,1,ml,9/23/2024,1,21,1,InStock,,4750,4750,4750,0,0,4750,0,1.5979382,Matched (3)
arg_178,Argentina,0,Galletitas,Galletitas,0.84033614,gr,9/23/2024,1,21,0,InStock,,1405,1405,1180.6722,0,0,1405,0,1.5979382,Matched (3)
arg_1,Argentina,0,Galletitas,Galletitas,1,gr,9/23/2024,1,21,0,InStock,,1300,1300,1300,0,0,1300,0,1.5979382,Matched (3)
arg_112,Argentina,0,Chocolate,Chocolate,2.2222223,gr,9/23/2024,1,21,0,InStock,,1150,1150,2555.5557,0,0,900,27.777779,1.5979382,Matched (3)
imp_58,Italia,1,Capsulas de cafe,Capsulas de cafe,0.1,u,9/23/2024,1,21,1,OutOfStock,12,,8800,880,,0,8800,0,1.5979382,Matched (3)
imp_5,Holanda,1,Chocolate,Chocolate,1.1764706,gr,9/23/2024,1,21,1,InStock,,4050,4050,4764.706,0,0,4050,0,1.5979382,Matched (3)
arg_74,Argentina,0,Pastas largas,Pastas largas,1,gr,9/23/2024,1,21,0,InStock,,1200,1200,1200,0,0,1200,0,1.5979382,Matched (3)
imp_50,Italia,1,Cafe molido,Cafe molido,4,gr,9/23/2024,1,21,1,InStock,,11350,11350,45400,0,0,11350,0,1.5979382,Matched (3)
imp_93,Italia,1,Risotto,Risotto,1.1904762,gr,9/23/2024,1,21,1,InStock,,5600,5600,6666.6665,0,0,5600,0,1.5979382,Matched (3)
imp_186,Italia,1,Salsa de tomate,Salsa de tomate,1.1363636,gr,9/23/2024,1,21,1,InStock,,7250,7250,8238.637,0,0,7250,0,1.5979382,Matched (3)
arg_55,Argentina,0,Chocolate,Chocolate,1,gr,9/23/2024,1,21,0,InStock,,7400,7400,7400,0,0,7400,0,1.5979382,Matched (3)
imp_239,Brasil,1,Bombones,Bombones,1,gr,9/23/2024,1,21,1,InStock,8,6450,6450,6450,0,0,6050,6.6115704,1.5979382,Matched (3)
imp_71,Italia,1,Condimento,Condimento,6.6666665,gr,9/23/2024,1,21,1,InStock,,12100,12100,80666.664,0,0,12100,0,1.5979382,Matched (3)
arg_110,Argentina,0,Chocolate,Chocolate,1.1111112,gr,9/23/2024,1,21,0,InStock,,2950,2950,3277.7778,0,0,2950,0,1.5979382,Matched (3)
arg_118,Argentina,0,Snack,Snack,0.4,gr,9/23/2024,1,21,0,OutOfStock,39,,2900,1160,,0,2900,0,1.5979382,Matched (3)
arg_177,Argentina,0,Te,Te,0.05,u,9/23/2024,1,21,0,InStock,,1800,1800,90,0,0,1700,5.882353,1.5979382,Matched (3)
arg_174,Argentina,0,Te,Te,0.01,u,9/23/2024,1,21,0,InStock,,4338,4338,43.379997,0,0,4338,0,1.5979382,Matched (3)
imp_237,Brasil,1,Capsulas de cafe,Capsulas de cafe,0.0625,u,9/23/2024,1,21,1,InStock,,17250,17250,1078.125,0,0,16715,3.200718,1.5979382,Matched (3)
imp_192,Italia,1,Salsa preparada,Salsa preparada,1.25,gr,9/23/2024,1,21,1,InStock,,8550,8550,10687.5,0,0,8550,0,1.5979382,Matched (3)
imp_67,España,1,Galletitas,Galletitas,0.5,gr,9/23/2024,1,21,1,InStock,5,6700,6700,3350,0,0,6700,0,1.5979382,Matched (3)
imp_97,Italia,1,Pastas largas,Pastas largas,1,gr,9/23/2024,1,21,1,InStock,,6700,6700,6700,0,0,6700,0,1.5979382,Matched (3)
imp_56,Italia,1,Capsulas de cafe,Capsulas de cafe,0.1,u,9/23/2024,1,21,1,InStock,18,8800,8800,880,0,0,8800,0,1.5979382,Matched (3)
arg_34,Argentina,0,Arroz,Arroz,2,gr,9/23/2024,1,21,0,InStock,,1572,1572,3144,0,0,1572,0,1.5979382,Matched (3)
imp_207,Alemania,1,Queso,Queso,8,gr,9/23/2024,1,21,1,InStock,,9999,9999,79992,0,0,9999,0,1.5979382,Matched (3)
arg_121,Argentina,0,Snack,Snack,0.2857143,gr,9/23/2024,1,21,0,OutOfStock,22,,4050,1157.143,,0,4050,0,1.5979382,Matched (3)
imp_189,Italia,1,Salsa de tomate,Salsa de tomate,0.71428573,gr,9/23/2024,1,21,1,InStock,,10650,10650,7607.143,0,0,10650,0,1.5979382,Matched (3)
imp_64,Italia,1,Capsulas de cafe,Capsulas de cafe,0.1,u,9/23/2024,1,21,1,InStock,,9500,9500,950,0,0,9500,0,1.5979382,Matched (3)
arg_147,Argentina,0,Aceitunas,Aceitunas,1.6666666,gr,9/23/2024,1,21,0,InStock,,1200,1200,2000,0,0,1200,0,1.5979382,Matched (3)
imp_15,Suiza,1,Chocolate,Chocolate,1,gr,9/23/2024,1,21,1,InStock,,9800,9800,9800,0,0,9800,0,1.5979382,Matched (3)
imp_229,España,1,Aceitunas,Aceitunas,0.8333333,gr,9/23/2024,1,21,1,OutOfStock,20,,9900,8250,,0,9900,0,1.5979382,Matched (3)
arg_66,Argentina,0,Salsa preparada,Salsa preparada,1.4705882,gr,9/23/2024,1,21,0,OutOfStock,21,,900,1323.5294,,0,900,0,1.5979382,Matched (3)
imp_140,Brasil,1,Yerba,Yerba,1,gr,9/23/2024,1,21,1,OutOfStock,13,,8500,8500,,0,8500,0,1.5979382,Matched (3)
imp_79,Argentina,0,Condimento liquido,Condimento liquido,3.5714285,ml,9/23/2024,1,21,0,InStock,,4350,4350,15535.714,0,0,4350,0,1.5979382,Matched (3)
imp_39,Argentina,0,Cafe molido,Cafe molido,2,gr,9/23/2024,1,21,0,InStock,,7609,7609,15218,0,0,7246,5.0096607,1.5979382,Matched (3)
arg_123,Argentina,0,Snack,Snack,0.6666667,gr,9/23/2024,1,21,0,InStock,5,2300,2300,1533.3334,0,0,2300,0,1.5979382,Matched (3)
imp_102,Italia,1,Pastas largas,Pastas largas,1,gr,9/23/2024,1,21,1,OutOfStock,13,,9700,9700,,0,9700,0,1.5979382,Matched (3)
arg_78,Argentina,0,Pastas cortas,Pastas cortas,1,gr,9/23/2024,1,21,0,InStock,,1200,1200,1200,0,0,1200,0,1.5979382,Matched (3)
arg_13,Argentina,0,Te,Te,0.05,u,9/23/2024,1,21,0,InStock,,1300,1300,65,0,0,1300,0,1.5979382,Matched (3)
imp_60,Italia,1,Capsulas de cafe,Capsulas de cafe,0.1,u,9/23/2024,1,21,1,InStock,,9500,9500,950,0,0,9500,0,1.5979382,Matched (3)
imp_226,España,1,Aceitunas,Aceitunas,2.3529413,gr,9/23/2024,1,21,1,InStock,10,2900,2900,6823.53,0,0,2900,0,1.5979382,Matched (3)
arg_159,Argentina,0,Queso,Queso,4.7619047,gr,9/23/2024,1,21,0,InStock,,5895,5895,28071.428,0,0,5895,0,1.5979382,Matched (3)
imp_62,Italia,1,Capsulas de cafe,Capsulas de cafe,0.1,u,9/23/2024,1,21,1,OutOfStock,39,,9500,950,,0,9500,0,1.5979382,Matched (3)
arg_12,Argentina,0,Te,Te,0.05,u,9/23/2024,1,21,0,OutOfStock,40,,1050,52.5,,0,1050,0,1.5979382,Matched (3)
arg_181,Argentina,0,Galletitas,Galletitas,0.4,gr,9/23/2024,1,21,0,InStock,,1750,1750,700,0,0,1550,12.903226,1.5979382,Matched (3)
arg_85,Argentina,0,Aceite,Aceite,2,ml,9/23/2024,1,21,0,OutOfStock,22,,11850,23700,,0,11400,3.9473684,1.5979382,Matched (3)
imp_99,Italia,1,Pastas largas,Pastas largas,1,gr,9/23/2024,1,21,1,InStock,,7850,7850,7850,0,0,7850,0,1.5979382,Matched (3)
imp_203,Italia,1,Salsa de tomate,Salsa de tomate,1.25,gr,9/23/2024,1,21,1,InStock,6,5650,5650,7062.5,0,0,5650,0,1.5979382,Matched (3)
imp_69,Italia,1,Condimento,Condimento,2.2222223,gr,9/23/2024,1,21,1,InStock,,12200,12200,27111.113,0,0,12200,0,1.5979382,Matched (3)
imp_127,Alemania,1,Cerveza,Cerveza,2,ml,9/23/2024,1,21,1,InStock,,5700,5700,11400,0,0,5850,-2.5641026,1.5979382,Matched (3)
imp_11,Suiza,1,Chocolate,Chocolate,1,gr,9/23/2024,1,21,1,InStock,,10200,10200,10200,0,0,10200,0,1.5979382,Matched (3)
imp_91,Italia,1,Risotto,Risotto,0.25,gr,9/23/2024,1,21,1,InStock,,9300,9300,2325,0,0,9300,0,1.5979382,Matched (3)
imp_138,Polonia,1,Te,Te,0.1,u,9/23/2024,1,21,1,InStock,,5300,5300,530,0,0,5300,0,1.5979382,Matched (3)
arg_171,Argentina,0,Te,Te,0.04,u,9/23/2024,1,21,0,InStock,1,1150,1150,46,0,0,1050,9.523809,1.5979382,Matched (3)
imp_90,Italia,1,Arroz,Arroz,2,gr,9/23/2024,1,21,1,InStock,,5300,5300,10600,0,0,5300,0,1.5979382,Matched (3)
imp_73,Mexico,1,Enlatados,Enlatados,1.25,gr,9/23/2024,1,21,1,InStock,15,5700,5700,7125,0,0,7550,-24.503311,1.5979382,Matched (3)
arg_141,Argentina,0,Risotto,Risotto,1.25,gr,9/23/2024,1,21,0,InStock,,2700,2700,3375,0,0,2700,0,1.5979382,Matched (3)
imp_116,Italia,1,Pastas cortas,Pastas cortas,1,gr,9/23/2024,1,21,1,OutOfStock,6,,8700,8700,,0,8700,0,1.5979382,Matched (3)
arg_132,Argentina,0,Enlatados,Enlatados,1.25,gr,9/23/2024,1,21,0,InStock,,1800,1800,2250,0,0,1800,0,1.5979382,Matched (3)
arg_113,Argentina,0,Bombones,Bombones,1.0964912,gr,9/23/2024,1,21,0,InStock,,6350,6350,6962.719,0,0,5950,6.722689,1.5979382,Matched (3)
imp_104,Italia,1,Pastas largas,Pastas largas,1,gr,9/24/2024,1,22,1,InStock,,9700,9700,9700,0,0,9700,0,1.6494845,Matched (3)
imp_33,Brasil,1,Golosinas,Golosinas,0.98039216,gr,9/24/2024,1,22,1,InStock,10,3100,3100,3039.2156,0,0,3100,0,1.6494845,Matched (3)
arg_31,Argentina,0,Enlatados,Enlatados,1.6666666,gr,9/24/2024,1,22,0,InStock,12,850,850,1416.6666,0,0,850,0,1.6494845,Matched (3)
arg_135,Argentina,0,Risotto,Risotto,1.0416666,gr,9/24/2024,1,22,0,InStock,,2600,2600,2708.3333,0,0,2600,0,1.6494845,Matched (3)
imp_2,Suiza,1,Chocolate,Chocolate,0.33333334,gr,9/24/2024,1,22,1,InStock,,28850,28850,9616.667,0,0,28850,0,1.6494845,Matched (3)
arg_89,Argentina,0,Capsulas de cafe,Capsulas de cafe,0.1,u,9/24/2024,1,22,0,InStock,,7000,7000,700,0,0,6850,2.189781,1.6494845,Matched (3)
arg_143,Argentina,0,Pescado enlatado,Pescado enlatado,1.1111112,gr,9/24/2024,1,22,0,InStock,11,5000,5000,5555.5557,,0,5000,0,1.6494845,Matched (3)
imp_137,Polonia,1,Te,Te,0.1,u,9/24/2024,1,22,1,OutOfStock,38,,5250,525,,0,5250,0,1.6494845,Matched (3)
arg_48,Argentina,0,Cerveza,Cerveza,1.4084507,ml,9/24/2024,1,22,0,InStock,,2250,2250,3169.0142,0,0,2142,5.042017,1.6494845,Matched (3)
imp_138,Polonia,1,Te,Te,0.1,u,9/24/2024,1,22,1,InStock,,5300,5300,530,0,0,5300,0,1.6494845,Matched (3)
arg_25,Argentina,0,Bebidas vegetales,Bebidas vegetales,1,ml,9/24/2024,1,22,0,InStock,,3140,3140,3140,0,0,3140,0,1.6494845,Matched (3)
imp_62,Italia,1,Capsulas de cafe,Capsulas de cafe,0.1,u,9/24/2024,1,22,1,OutOfStock,39,,9500,950,,0,9500,0,1.6494845,Matched (3)
arg_120,Argentina,0,Snack,Snack,1.4285715,gr,9/24/2024,1,22,0,InStock,,2700,2700,3857.143,0,0,2700,0,1.6494845,Matched (3)
arg_23,Argentina,0,Galletitas,Galletitas,0.5555556,gr,9/24/2024,1,22,0,InStock,,1200,1200,666.6667,0,0,1200,0,1.6494845,Matched (3)
imp_27,Brasil,1,Chocolate,Chocolate,1.1764706,gr,9/24/2024,1,22,1,InStock,5,3200,3200,3764.706,0,0,3200,0,1.6494845,Matched (3)
arg_14,Argentina,0,Yerba,Yerba,2,gr,9/24/2024,1,22,0,InStock,1,2250,2250,4500,0,0,1890,19.047619,1.6494845,Matched (3)
imp_102,Italia,1,Pastas largas,Pastas largas,1,gr,9/24/2024,1,22,1,OutOfStock,13,,9700,9700,,0,9700,0,1.6494845,Matched (3)
arg_111,Argentina,0,Chocolate,Chocolate,0.6666667,gr,9/24/2024,1,22,0,InStock,2,5700,5700,3800,0,0,4900,16.32653,1.6494845,Matched (3)
arg_130,Argentina,0,Arroz,Arroz,2,gr,9/24/2024,1,22,0,InStock,,2550,2550,5100,0,0,2550,0,1.6494845,Matched (3)
imp_52,Italia,1,Cafe molido,Cafe molido,2,gr,9/24/2024,1,22,1,InStock,,26500,26500,53000,0,0,26500,0,1.6494845,Matched (3)
arg_159,Argentina,0,Queso,Queso,4.7619047,gr,9/24/2024,1,22,0,InStock,,5895,5895,28071.428,0,0,5895,0,1.6494845,Matched (3)
arg_112,Argentina,0,Chocolate,Chocolate,2.2222223,gr,9/24/2024,1,22,0,InStock,,1150,1150,2555.5557,0,0,900,27.777779,1.6494845,Matched (3)
imp_8,Holanda,1,Chocolate,Chocolate,1,gr,9/24/2024,1,22,1,InStock,,4050,4050,4050,0,0,4050,0,1.6494845,Matched (3)
imp_70,Italia,1,Condimento liquido,Condimento liquido,1,ml,9/24/2024,1,22,1,InStock,,4750,4750,4750,0,0,4750,0,1.6494845,Matched (3)
